discipline_title,event_title,game_slug,participant_type,medal_type,rank_position,country_3_letter_code,medal_type_encoded
Cross Country Skiing,50km men,st-moritz-1948,Athlete,SILVER,2,SWE,3.0
Cross Country Skiing,50km men,st-moritz-1948,Athlete,BRONZE,3,FIN,1.0
Cross Country Skiing,50km men,st-moritz-1948,Athlete,0,4,FIN,0.0
Cross Country Skiing,50km men,st-moritz-1948,Athlete,0,5,SWE,0.0
Cross Country Skiing,50km men,st-moritz-1948,Athlete,0,6,SUI,0.0
Cross Country Skiing,50km men,st-moritz-1948,Athlete,0,7,FIN,0.0
Cross Country Skiing,50km men,st-moritz-1948,Athlete,0,8,TCH,0.0
Cross Country Skiing,50km men,st-moritz-1948,Athlete,0,9,NOR,0.0
Cross Country Skiing,50km men,st-moritz-1948,Athlete,0,10,NOR,0.0
Cross Country Skiing,50km men,st-moritz-1948,Athlete,0,11,TCH,0.0
Cross Country Skiing,50km men,st-moritz-1948,Athlete,0,12,AUT,0.0
Cross Country Skiing,50km men,st-moritz-1948,Athlete,0,13,ITA,0.0
Cross Country Skiing,50km men,st-moritz-1948,Athlete,0,14,YUG,0.0
Cross Country Skiing,50km men,st-moritz-1948,Athlete,0,15,YUG,0.0
Cross Country Skiing,50km men,st-moritz-1948,Athlete,0,16,YUG,0.0
Cross Country Skiing,50km men,st-moritz-1948,Athlete,0,17,SUI,0.0
Cross Country Skiing,50km men,st-moritz-1948,Athlete,0,18,ITA,0.0
Cross Country Skiing,50km men,st-moritz-1948,Athlete,0,19,SUI,0.0
Cross Country Skiing,50km men,st-moritz-1948,Athlete,0,20,TCH,0.0
Cross Country Skiing,50km men,st-moritz-1948,Athlete,0,DNF,TCH,0.0
Cross Country Skiing,50km men,st-moritz-1948,Athlete,0,DNF,ITA,0.0
Cross Country Skiing,50km men,st-moritz-1948,Athlete,0,DNF,NOR,0.0
Cross Country Skiing,50km men,st-moritz-1948,Athlete,0,DNF,ITA,0.0
Cross Country Skiing,50km men,st-moritz-1948,Athlete,0,DNF,SWE,0.0
Cross Country Skiing,50km men,st-moritz-1948,Athlete,0,DNF,NOR,0.0
Cross Country Skiing,50km men,st-moritz-1948,Athlete,0,DNF,CAN,0.0
Cross Country Skiing,50km men,st-moritz-1948,Athlete,0,DNF,FIN,0.0
Cross Country Skiing,50km men,st-moritz-1948,Athlete,0,DNS,AUT,0.0
Cross Country Skiing,50km men,st-moritz-1948,Athlete,0,DNS,ITA,0.0
Cross Country Skiing,Relay 4x10km men,st-moritz-1948,GameTeam,GOLD,1,SWE,2.0
Cross Country Skiing,Relay 4x10km men,st-moritz-1948,GameTeam,SILVER,2,FIN,3.0
Cross Country Skiing,Relay 4x10km men,st-moritz-1948,GameTeam,BRONZE,3,NOR,1.0
Cross Country Skiing,Relay 4x10km men,st-moritz-1948,GameTeam,0,4,AUT,0.0
Cross Country Skiing,Relay 4x10km men,st-moritz-1948,GameTeam,0,5,SUI,0.0
Cross Country Skiing,Relay 4x10km men,st-moritz-1948,GameTeam,0,6,ITA,0.0
Cross Country Skiing,Relay 4x10km men,st-moritz-1948,GameTeam,0,7,FRA,0.0
Cross Country Skiing,Relay 4x10km men,st-moritz-1948,GameTeam,0,8,TCH,0.0
Cross Country Skiing,Relay 4x10km men,st-moritz-1948,GameTeam,0,9,YUG,0.0
Cross Country Skiing,Relay 4x10km men,st-moritz-1948,GameTeam,0,10,POL,0.0
Cross Country Skiing,Relay 4x10km men,st-moritz-1948,GameTeam,0,11,LIE,0.0
Cross Country Skiing,Relay 4x10km men,st-moritz-1948,GameTeam,0,DNS,USA,0.0
Cross Country Skiing,18km men,st-moritz-1948,Athlete,GOLD,1,SWE,2.0
Cross Country Skiing,18km men,st-moritz-1948,Athlete,SILVER,2,SWE,3.0
Cross Country Skiing,18km men,st-moritz-1948,Athlete,BRONZE,3,SWE,1.0
Cross Country Skiing,18km men,st-moritz-1948,Athlete,0,4,FIN,0.0
Cross Country Skiing,18km men,st-moritz-1948,Athlete,0,5,SWE,0.0
Cross Country Skiing,18km men,st-moritz-1948,Athlete,0,6,FIN,0.0
Cross Country Skiing,18km men,st-moritz-1948,Athlete,0,7,FIN,0.0
Cross Country Skiing,18km men,st-moritz-1948,Athlete,0,8,FIN,0.0
Cross Country Skiing,18km men,st-moritz-1948,Athlete,0,9,NOR,0.0
Cross Country Skiing,18km men,st-moritz-1948,Athlete,0,10,FIN,0.0
Cross Country Skiing,18km men,st-moritz-1948,Athlete,0,11,FRA,0.0
Cross Country Skiing,18km men,st-moritz-1948,Athlete,0,12,FIN,0.0
Cross Country Skiing,18km men,st-moritz-1948,Athlete,0,13,NOR,0.0
Cross Country Skiing,18km men,st-moritz-1948,Athlete,0,14,NOR,0.0
Cross Country Skiing,18km men,st-moritz-1948,Athlete,0,15,NOR,0.0
Cross Country Skiing,18km men,st-moritz-1948,Athlete,0,16,SWE,0.0
Cross Country Skiing,18km men,st-moritz-1948,Athlete,0,17,NOR,0.0
Cross Country Skiing,18km men,st-moritz-1948,Athlete,0,18,NOR,0.0
Cross Country Skiing,18km men,st-moritz-1948,Athlete,0,19,SWE,0.0
Cross Country Skiing,18km men,st-moritz-1948,Athlete,0,20,SUI,0.0
Cross Country Skiing,18km men,st-moritz-1948,Athlete,0,20,SUI,0.0
Cross Country Skiing,18km men,st-moritz-1948,Athlete,0,22,ITA,0.0
Cross Country Skiing,18km men,st-moritz-1948,Athlete,0,23,FIN,0.0
Cross Country Skiing,18km men,st-moritz-1948,Athlete,0,24,FIN,0.0
Cross Country Skiing,18km men,st-moritz-1948,Athlete,0,25,SUI,0.0
Cross Country Skiing,18km men,st-moritz-1948,Athlete,0,26,SUI,0.0
Cross Country Skiing,18km men,st-moritz-1948,Athlete,0,27,NOR,0.0
Cross Country Skiing,18km men,st-moritz-1948,Athlete,0,28,AUT,0.0
Cross Country Skiing,18km men,st-moritz-1948,Athlete,0,29,ITA,0.0
Cross Country Skiing,18km men,st-moritz-1948,Athlete,0,30,SUI,0.0
Cross Country Skiing,18km men,st-moritz-1948,Athlete,0,31,ITA,0.0
Cross Country Skiing,18km men,st-moritz-1948,Athlete,0,32,NOR,0.0
Cross Country Skiing,18km men,st-moritz-1948,Athlete,0,33,SWE,0.0
Cross Country Skiing,18km men,st-moritz-1948,Athlete,0,34,SUI,0.0
Cross Country Skiing,18km men,st-moritz-1948,Athlete,0,35,ITA,0.0
Cross Country Skiing,18km men,st-moritz-1948,Athlete,0,36,AUT,0.0
Cross Country Skiing,18km men,st-moritz-1948,Athlete,0,37,FRA,0.0
Cross Country Skiing,18km men,st-moritz-1948,Athlete,0,38,POL,0.0
Cross Country Skiing,18km men,st-moritz-1948,Athlete,0,39,AUT,0.0
Cross Country Skiing,18km men,st-moritz-1948,Athlete,0,40,TCH,0.0
Cross Country Skiing,18km men,st-moritz-1948,Athlete,0,41,SUI,0.0
Cross Country Skiing,18km men,st-moritz-1948,Athlete,0,42,FRA,0.0
Cross Country Skiing,18km men,st-moritz-1948,Athlete,0,43,SUI,0.0
Cross Country Skiing,18km men,st-moritz-1948,Athlete,0,44,FRA,0.0
Cross Country Skiing,18km men,st-moritz-1948,Athlete,0,45,AUT,0.0
Cross Country Skiing,18km men,st-moritz-1948,Athlete,0,46,AUT,0.0
Cross Country Skiing,18km men,st-moritz-1948,Athlete,0,47,POL,0.0
Cross Country Skiing,18km men,st-moritz-1948,Athlete,0,48,FRA,0.0
Cross Country Skiing,18km men,st-moritz-1948,Athlete,0,49,HUN,0.0
Cross Country Skiing,18km men,st-moritz-1948,Athlete,0,50,ITA,0.0
Cross Country Skiing,18km men,st-moritz-1948,Athlete,0,51,YUG,0.0
Cross Country Skiing,18km men,st-moritz-1948,Athlete,0,52,ITA,0.0
Cross Country Skiing,18km men,st-moritz-1948,Athlete,0,53,YUG,0.0
Cross Country Skiing,18km men,st-moritz-1948,Athlete,0,54,ITA,0.0
Cross Country Skiing,18km men,st-moritz-1948,Athlete,0,55,YUG,0.0
Cross Country Skiing,18km men,st-moritz-1948,Athlete,0,56,YUG,0.0
Cross Country Skiing,18km men,st-moritz-1948,Athlete,0,57,HUN,0.0
Cross Country Skiing,18km men,st-moritz-1948,Athlete,0,58,TCH,0.0
Cross Country Skiing,18km men,st-moritz-1948,Athlete,0,58,TCH,0.0
Cross Country Skiing,18km men,st-moritz-1948,Athlete,0,60,TCH,0.0
Cross Country Skiing,18km men,st-moritz-1948,Athlete,0,61,AUT,0.0
Cross Country Skiing,18km men,st-moritz-1948,Athlete,0,62,POL,0.0
Cross Country Skiing,18km men,st-moritz-1948,Athlete,0,63,TCH,0.0
Cross Country Skiing,18km men,st-moritz-1948,Athlete,0,64,AUT,0.0
Cross Country Skiing,18km men,st-moritz-1948,Athlete,0,65,USA,0.0
Cross Country Skiing,18km men,st-moritz-1948,Athlete,0,66,USA,0.0
Cross Country Skiing,18km men,st-moritz-1948,Athlete,0,67,TCH,0.0
Cross Country Skiing,18km men,st-moritz-1948,Athlete,0,68,AUT,0.0
Cross Country Skiing,18km men,st-moritz-1948,Athlete,0,69,YUG,0.0
Cross Country Skiing,18km men,st-moritz-1948,Athlete,0,70,POL,0.0
Cross Country Skiing,18km men,st-moritz-1948,Athlete,0,71,FRA,0.0
Cross Country Skiing,18km men,st-moritz-1948,Athlete,0,72,TCH,0.0
Cross Country Skiing,18km men,st-moritz-1948,Athlete,0,73,CAN,0.0
Cross Country Skiing,18km men,st-moritz-1948,Athlete,0,74,USA,0.0
Cross Country Skiing,18km men,st-moritz-1948,Athlete,0,75,USA,0.0
Cross Country Skiing,18km men,st-moritz-1948,Athlete,0,76,POL,0.0
Cross Country Skiing,18km men,st-moritz-1948,Athlete,0,77,USA,0.0
Cross Country Skiing,18km men,st-moritz-1948,Athlete,0,78,TCH,0.0
Cross Country Skiing,18km men,st-moritz-1948,Athlete,0,79,LIE,0.0
Cross Country Skiing,18km men,st-moritz-1948,Athlete,0,80,BUL,0.0
Cross Country Skiing,18km men,st-moritz-1948,Athlete,0,81,CAN,0.0
Cross Country Skiing,18km men,st-moritz-1948,Athlete,0,82,LIE,0.0
Cross Country Skiing,18km men,st-moritz-1948,Athlete,0,83,LIE,0.0
Cross Country Skiing,18km men,st-moritz-1948,Athlete,0,DNF,BUL,0.0
Speed skating,500m men,st-moritz-1948,Athlete,GOLD,1,NOR,2.0
Speed skating,500m men,st-moritz-1948,Athlete,SILVER,2,USA,3.0
Speed skating,500m men,st-moritz-1948,Athlete,SILVER,2,NOR,3.0
Speed skating,500m men,st-moritz-1948,Athlete,SILVER,2,USA,3.0
Speed skating,500m men,st-moritz-1948,Athlete,0,5,USA,0.0
Speed skating,500m men,st-moritz-1948,Athlete,0,6,NOR,0.0
Speed skating,500m men,st-moritz-1948,Athlete,0,6,NOR,0.0
Speed skating,500m men,st-moritz-1948,Athlete,0,6,USA,0.0
Speed skating,500m men,st-moritz-1948,Athlete,0,6,CAN,0.0
Speed skating,500m men,st-moritz-1948,Athlete,0,10,SWE,0.0
Speed skating,500m men,st-moritz-1948,Athlete,0,11,SWE,0.0
Speed skating,500m men,st-moritz-1948,Athlete,0,11,SWE,0.0
Speed skating,500m men,st-moritz-1948,Athlete,0,13,FIN,0.0
Speed skating,500m men,st-moritz-1948,Athlete,0,14,HUN,0.0
Speed skating,500m men,st-moritz-1948,Athlete,0,14,FIN,0.0
Speed skating,500m men,st-moritz-1948,Athlete,0,16,FIN,0.0
Speed skating,500m men,st-moritz-1948,Athlete,0,17,CAN,0.0
Speed skating,500m men,st-moritz-1948,Athlete,0,17,FIN,0.0
Speed skating,500m men,st-moritz-1948,Athlete,0,19,CAN,0.0
Speed skating,500m men,st-moritz-1948,Athlete,0,20,SWE,0.0
Speed skating,500m men,st-moritz-1948,Athlete,0,21,KOR,0.0
Speed skating,500m men,st-moritz-1948,Athlete,0,21,HUN,0.0
Speed skating,500m men,st-moritz-1948,Athlete,0,23,NED,0.0
Speed skating,500m men,st-moritz-1948,Athlete,0,23,KOR,0.0
Speed skating,500m men,st-moritz-1948,Athlete,0,25,GBR,0.0
Speed skating,500m men,st-moritz-1948,Athlete,0,26,TCH,0.0
Speed skating,500m men,st-moritz-1948,Athlete,0,27,NED,0.0
Speed skating,500m men,st-moritz-1948,Athlete,0,28,NED,0.0
Speed skating,500m men,st-moritz-1948,Athlete,0,29,DEN,0.0
Speed skating,500m men,st-moritz-1948,Athlete,0,29,NED,0.0
Speed skating,500m men,st-moritz-1948,Athlete,0,29,GBR,0.0
Speed skating,500m men,st-moritz-1948,Athlete,0,32,GBR,0.0
Speed skating,500m men,st-moritz-1948,Athlete,0,32,ITA,0.0
Speed skating,500m men,st-moritz-1948,Athlete,0,34,HUN,0.0
Speed skating,500m men,st-moritz-1948,Athlete,0,35,GBR,0.0
Speed skating,500m men,st-moritz-1948,Athlete,0,36,ITA,0.0
Speed skating,500m men,st-moritz-1948,Athlete,0,37,HUN,0.0
Speed skating,500m men,st-moritz-1948,Athlete,0,37,AUT,0.0
Speed skating,500m men,st-moritz-1948,Athlete,0,39,SUI,0.0
Speed skating,500m men,st-moritz-1948,Athlete,0,40,BEL,0.0
Speed skating,500m men,st-moritz-1948,Athlete,0,41,AUT,0.0
Speed skating,500m men,st-moritz-1948,Athlete,0,DNF,CAN,0.0
Speed skating,10000m men,st-moritz-1948,Athlete,GOLD,1,SWE,2.0
Speed skating,10000m men,st-moritz-1948,Athlete,SILVER,2,FIN,3.0
Speed skating,10000m men,st-moritz-1948,Athlete,BRONZE,3,FIN,1.0
Speed skating,10000m men,st-moritz-1948,Athlete,0,4,HUN,0.0
Speed skating,10000m men,st-moritz-1948,Athlete,0,5,NED,0.0
Speed skating,10000m men,st-moritz-1948,Athlete,0,6,NED,0.0
Speed skating,10000m men,st-moritz-1948,Athlete,0,7,NOR,0.0
Speed skating,10000m men,st-moritz-1948,Athlete,0,8,SWE,0.0
Speed skating,10000m men,st-moritz-1948,Athlete,0,9,SWE,0.0
Speed skating,10000m men,st-moritz-1948,Athlete,0,10,AUT,0.0
Speed skating,10000m men,st-moritz-1948,Athlete,0,11,USA,0.0
Speed skating,10000m men,st-moritz-1948,Athlete,0,12,BEL,0.0
Speed skating,10000m men,st-moritz-1948,Athlete,0,13,CAN,0.0
Speed skating,10000m men,st-moritz-1948,Athlete,0,14,NED,0.0
Speed skating,10000m men,st-moritz-1948,Athlete,0,15,HUN,0.0
Speed skating,10000m men,st-moritz-1948,Athlete,0,16,HUN,0.0
Speed skating,10000m men,st-moritz-1948,Athlete,0,17,USA,0.0
Speed skating,10000m men,st-moritz-1948,Athlete,0,18,USA,0.0
Speed skating,10000m men,st-moritz-1948,Athlete,0,19,USA,0.0
Speed skating,10000m men,st-moritz-1948,Athlete,0,DNF,NOR,0.0
Speed skating,10000m men,st-moritz-1948,Athlete,0,DNF,GBR,0.0
Speed skating,10000m men,st-moritz-1948,Athlete,0,DNF,SWE,0.0
Speed skating,10000m men,st-moritz-1948,Athlete,0,DNF,GBR,0.0
Speed skating,10000m men,st-moritz-1948,Athlete,0,DNF,FIN,0.0
Speed skating,10000m men,st-moritz-1948,Athlete,0,DNF,NOR,0.0
Speed skating,10000m men,st-moritz-1948,Athlete,0,DNF,NOR,0.0
Speed skating,10000m men,st-moritz-1948,Athlete,0,DSQ,TCH,0.0
Speed skating,10000m men,st-moritz-1948,Athlete,0,DNS,KOR,0.0
Speed skating,1500m men,st-moritz-1948,Athlete,GOLD,1,NOR,2.0
Speed skating,1500m men,st-moritz-1948,Athlete,SILVER,2,SWE,3.0
Speed skating,1500m men,st-moritz-1948,Athlete,BRONZE,3,NOR,1.0
Speed skating,1500m men,st-moritz-1948,Athlete,0,4,FIN,0.0
Speed skating,1500m men,st-moritz-1948,Athlete,0,5,SWE,0.0
Speed skating,1500m men,st-moritz-1948,Athlete,0,6,USA,0.0
Speed skating,1500m men,st-moritz-1948,Athlete,0,7,FIN,0.0
Speed skating,1500m men,st-moritz-1948,Athlete,0,8,SWE,0.0
Speed skating,1500m men,st-moritz-1948,Athlete,0,9,NED,0.0
Speed skating,1500m men,st-moritz-1948,Athlete,0,10,NOR,0.0
Speed skating,1500m men,st-moritz-1948,Athlete,0,10,HUN,0.0
Speed skating,1500m men,st-moritz-1948,Athlete,0,12,FIN,0.0
Speed skating,1500m men,st-moritz-1948,Athlete,0,13,NED,0.0
Speed skating,1500m men,st-moritz-1948,Athlete,0,14,HUN,0.0
Speed skating,1500m men,st-moritz-1948,Athlete,0,15,HUN,0.0
Speed skating,1500m men,st-moritz-1948,Athlete,0,16,NOR,0.0
Speed skating,1500m men,st-moritz-1948,Athlete,0,17,SWE,0.0
Speed skating,1500m men,st-moritz-1948,Athlete,0,18,GBR,0.0
Speed skating,1500m men,st-moritz-1948,Athlete,0,19,KOR,0.0
Speed skating,1500m men,st-moritz-1948,Athlete,0,20,USA,0.0
Speed skating,1500m men,st-moritz-1948,Athlete,0,21,FIN,0.0
Speed skating,1500m men,st-moritz-1948,Athlete,0,22,USA,0.0
Speed skating,1500m men,st-moritz-1948,Athlete,0,23,GBR,0.0
Speed skating,1500m men,st-moritz-1948,Athlete,0,24,NED,0.0
Speed skating,1500m men,st-moritz-1948,Athlete,0,25,NED,0.0
Speed skating,1500m men,st-moritz-1948,Athlete,0,26,TCH,0.0
Speed skating,1500m men,st-moritz-1948,Athlete,0,27,CAN,0.0
Speed skating,1500m men,st-moritz-1948,Athlete,0,28,USA,0.0
Speed skating,1500m men,st-moritz-1948,Athlete,0,29,CAN,0.0
Speed skating,1500m men,st-moritz-1948,Athlete,0,30,GBR,0.0
Speed skating,1500m men,st-moritz-1948,Athlete,0,31,KOR,0.0
Speed skating,1500m men,st-moritz-1948,Athlete,0,32,CAN,0.0
Speed skating,1500m men,st-moritz-1948,Athlete,0,32,ITA,0.0
Speed skating,1500m men,st-moritz-1948,Athlete,0,34,ITA,0.0
Speed skating,1500m men,st-moritz-1948,Athlete,0,34,SUI,0.0
Speed skating,1500m men,st-moritz-1948,Athlete,0,36,ITA,0.0
Speed skating,1500m men,st-moritz-1948,Athlete,0,36,KOR,0.0
Speed skating,1500m men,st-moritz-1948,Athlete,0,38,AUT,0.0
Speed skating,1500m men,st-moritz-1948,Athlete,0,39,HUN,0.0
Speed skating,1500m men,st-moritz-1948,Athlete,0,40,AUT,0.0
Speed skating,1500m men,st-moritz-1948,Athlete,0,41,GBR,0.0
Speed skating,1500m men,st-moritz-1948,Athlete,0,42,SUI,0.0
Speed skating,1500m men,st-moritz-1948,Athlete,0,43,SUI,0.0
Speed skating,1500m men,st-moritz-1948,Athlete,0,44,AUT,0.0
Speed skating,1500m men,st-moritz-1948,Athlete,0,45,BEL,0.0
Speed skating,1500m men,st-moritz-1948,Athlete,0,DNS,DEN,0.0
Speed skating,5000m men,st-moritz-1948,Athlete,GOLD,1,NOR,2.0
Speed skating,5000m men,st-moritz-1948,Athlete,SILVER,2,NOR,3.0
Speed skating,5000m men,st-moritz-1948,Athlete,BRONZE,3,SWE,1.0
Speed skating,5000m men,st-moritz-1948,Athlete,0,4,SWE,0.0
Speed skating,5000m men,st-moritz-1948,Athlete,0,5,NED,0.0
Speed skating,5000m men,st-moritz-1948,Athlete,0,6,NED,0.0
Speed skating,5000m men,st-moritz-1948,Athlete,0,7,SWE,0.0
Speed skating,5000m men,st-moritz-1948,Athlete,0,8,FIN,0.0
Speed skating,5000m men,st-moritz-1948,Athlete,0,9,FIN,0.0
Speed skating,5000m men,st-moritz-1948,Athlete,0,10,HUN,0.0
Speed skating,5000m men,st-moritz-1948,Athlete,0,11,GBR,0.0
Speed skating,5000m men,st-moritz-1948,Athlete,0,12,NED,0.0
Speed skating,5000m men,st-moritz-1948,Athlete,0,13,HUN,0.0
Speed skating,5000m men,st-moritz-1948,Athlete,0,14,CAN,0.0
Speed skating,5000m men,st-moritz-1948,Athlete,0,15,FIN,0.0
Speed skating,5000m men,st-moritz-1948,Athlete,0,16,SWE,0.0
Speed skating,5000m men,st-moritz-1948,Athlete,0,17,USA,0.0
Speed skating,5000m men,st-moritz-1948,Athlete,0,18,USA,0.0
Speed skating,5000m men,st-moritz-1948,Athlete,0,19,GBR,0.0
Speed skating,5000m men,st-moritz-1948,Athlete,0,20,NED,0.0
Speed skating,5000m men,st-moritz-1948,Athlete,0,21,USA,0.0
Speed skating,5000m men,st-moritz-1948,Athlete,0,22,TCH,0.0
Speed skating,5000m men,st-moritz-1948,Athlete,0,23,NOR,0.0
Speed skating,5000m men,st-moritz-1948,Athlete,0,24,AUT,0.0
Speed skating,5000m men,st-moritz-1948,Athlete,0,25,KOR,0.0
Speed skating,5000m men,st-moritz-1948,Athlete,0,26,FIN,0.0
Speed skating,5000m men,st-moritz-1948,Athlete,0,27,USA,0.0
Speed skating,5000m men,st-moritz-1948,Athlete,0,28,GBR,0.0
Speed skating,5000m men,st-moritz-1948,Athlete,0,29,HUN,0.0
Speed skating,5000m men,st-moritz-1948,Athlete,0,30,BEL,0.0
Speed skating,5000m men,st-moritz-1948,Athlete,0,31,ITA,0.0
Speed skating,5000m men,st-moritz-1948,Athlete,0,32,GBR,0.0
Speed skating,5000m men,st-moritz-1948,Athlete,0,33,SUI,0.0
Speed skating,5000m men,st-moritz-1948,Athlete,0,34,SUI,0.0
Speed skating,5000m men,st-moritz-1948,Athlete,0,35,HUN,0.0
Speed skating,5000m men,st-moritz-1948,Athlete,0,36,ITA,0.0
Speed skating,5000m men,st-moritz-1948,Athlete,0,37,ITA,0.0
Speed skating,5000m men,st-moritz-1948,Athlete,0,38,KOR,0.0
Speed skating,5000m men,st-moritz-1948,Athlete,0,39,SUI,0.0
Speed skating,5000m men,st-moritz-1948,Athlete,0,DNF,NOR,0.0
Ice Hockey,ice hockey men,st-moritz-1948,GameTeam,GOLD,1,CAN,2.0
Ice Hockey,ice hockey men,st-moritz-1948,GameTeam,SILVER,2,TCH,3.0
Ice Hockey,ice hockey men,st-moritz-1948,GameTeam,BRONZE,3,SUI,1.0
Ice Hockey,ice hockey men,st-moritz-1948,GameTeam,0,4,SWE,0.0
Ice Hockey,ice hockey men,st-moritz-1948,GameTeam,0,5,GBR,0.0
Ice Hockey,ice hockey men,st-moritz-1948,GameTeam,0,6,POL,0.0
Ice Hockey,ice hockey men,st-moritz-1948,GameTeam,0,7,AUT,0.0
Ice Hockey,ice hockey men,st-moritz-1948,GameTeam,0,8,ITA,0.0
Ice Hockey,ice hockey men,st-moritz-1948,GameTeam,0,DSQ,USA,0.0
Handball,handball men,berlin-1936,GameTeam,GOLD,1,GER,2.0
Handball,handball men,berlin-1936,GameTeam,SILVER,2,AUT,3.0
Handball,handball men,berlin-1936,GameTeam,BRONZE,3,SUI,1.0
Handball,handball men,berlin-1936,GameTeam,0,4,HUN,0.0
Handball,handball men,berlin-1936,GameTeam,0,5,ROU,0.0
Handball,handball men,berlin-1936,GameTeam,0,6,USA,0.0
Equestrian Eventing,individual mixed,berlin-1936,Athlete,GOLD,1,GER,2.0
Equestrian Eventing,individual mixed,berlin-1936,Athlete,SILVER,2,USA,3.0
Equestrian Eventing,individual mixed,berlin-1936,Athlete,BRONZE,3,DEN,1.0
Equestrian Eventing,individual mixed,berlin-1936,Athlete,0,4,DEN,0.0
Equestrian Eventing,individual mixed,berlin-1936,Athlete,0,5,HUN,0.0
Equestrian Eventing,individual mixed,berlin-1936,Athlete,0,6,GER,0.0
Equestrian Eventing,individual mixed,berlin-1936,Athlete,0,7,GBR,0.0
Equestrian Eventing,individual mixed,berlin-1936,Athlete,0,8,SUI,0.0
Equestrian Eventing,individual mixed,berlin-1936,Athlete,0,9,HUN,0.0
Equestrian Eventing,individual mixed,berlin-1936,Athlete,0,10,BUL,0.0
Equestrian Eventing,individual mixed,berlin-1936,Athlete,0,11,SWE,0.0
Equestrian Eventing,individual mixed,berlin-1936,Athlete,0,12,JPN,0.0
Equestrian Eventing,individual mixed,berlin-1936,Athlete,0,13,NED,0.0
Equestrian Eventing,individual mixed,berlin-1936,Athlete,0,14,AUT,0.0
Equestrian Eventing,individual mixed,berlin-1936,Athlete,0,15,POL,0.0
Equestrian Eventing,individual mixed,berlin-1936,Athlete,0,16,USA,0.0
Equestrian Eventing,individual mixed,berlin-1936,Athlete,0,17,BUL,0.0
Equestrian Eventing,individual mixed,berlin-1936,Athlete,0,18,POL,0.0
Equestrian Eventing,individual mixed,berlin-1936,Athlete,0,19,GBR,0.0
Equestrian Eventing,individual mixed,berlin-1936,Athlete,0,20,TCH,0.0
Equestrian Eventing,individual mixed,berlin-1936,Athlete,0,21,POL,0.0
Equestrian Eventing,individual mixed,berlin-1936,Athlete,0,22,SUI,0.0
Equestrian Eventing,individual mixed,berlin-1936,Athlete,0,23,TCH,0.0
Equestrian Eventing,individual mixed,berlin-1936,Athlete,0,24,GER,0.0
Equestrian Eventing,individual mixed,berlin-1936,Athlete,0,25,SWE,0.0
Equestrian Eventing,individual mixed,berlin-1936,Athlete,0,26,GBR,0.0
Equestrian Eventing,individual mixed,berlin-1936,Athlete,0,27,TCH,0.0
Equestrian Eventing,individual mixed,berlin-1936,Athlete,0,DSQ,AUT,0.0
