discipline_title,game_slug,event_title,event_gender,medal_type,participant_type,athlete_full_name,country_3_letter_code
Cross Country Skiing,beijing-2022,Women's 30km Mass Start Free,Women,BRONZE,Athlete,Kerttu NISKANEN,FIN
Cross Country Skiing,beijing-2022,Women's 30km Mass Start Free,Women,GOLD,Athlete,Therese JOHAUG,NOR
Cross Country Skiing,beijing-2022,Women's 10km Classic,Women,GOLD,Athlete,Therese JOHAUG,NOR
Cross Country Skiing,beijing-2022,Women's 10km Classic,Women,SILVER,Athlete,Kerttu NISKANEN,FIN
Cross Country Skiing,beijing-2022,Women's 10km Classic,Women,BRONZE,Athlete,Krista PARMAKOSKI,FIN
Cross Country Skiing,beijing-2022,Men's 50km Mass Start Free,Men,GOLD,Athlete,Alexander BOLSHUNOV,ROC
Cross Country Skiing,beijing-2022,Men's 50km Mass Start Free,Men,SILVER,Athlete,Ivan YAKIMUSHKIN,ROC
Cross Country Skiing,beijing-2022,Men's 50km Mass Start Free,Men,BRONZE,Athlete,Simen Hegstad KRUEGER,NOR
Cross Country Skiing,beijing-2022,Men's 15km Classic,Men,GOLD,Athlete,Iivo NISKANEN,FIN
Cross Country Skiing,beijing-2022,Men's 15km Classic,Men,BRONZE,Athlete,Johannes Hoesflot KLAEBO,NOR
Cross Country Skiing,beijing-2022,Men's 15km Classic,Men,SILVER,Athlete,Alexander BOLSHUNOV,ROC
Cross Country Skiing,beijing-2022,Women's 4 x 5km Relay,Women,GOLD,GameTeam,,ROC
Cross Country Skiing,beijing-2022,Women's 4 x 5km Relay,Women,SILVER,GameTeam,,GER
Cross Country Skiing,beijing-2022,Women's 4 x 5km Relay,Women,BRONZE,GameTeam,,SWE
Cross Country Skiing,beijing-2022,Men's Sprint Free,Men,SILVER,Athlete,Federico PELLEGRINO,ITA
Cross Country Skiing,beijing-2022,Men's Sprint Free,Men,BRONZE,Athlete,Alexander TERENTEV,ROC
Cross Country Skiing,beijing-2022,Men's Sprint Free,Men,GOLD,Athlete,Johannes Hoesflot KLAEBO,NOR
Speed skating,beijing-2022,Men's 1500m,Men,BRONZE,Athlete,Min Seok KIM,KOR
Speed skating,beijing-2022,Men's 1500m,Men,GOLD,Athlete,Kjeld NUIS,NED
Speed skating,beijing-2022,Men's 1500m,Men,SILVER,Athlete,Thomas KROL,NED
Speed skating,beijing-2022,Women's 1000m,Women,SILVER,Athlete,Jutta LEERDAM,NED
Speed skating,beijing-2022,Women's 1000m,Women,GOLD,Athlete,Miho TAKAGI,JPN
Speed skating,beijing-2022,Women's 1000m,Women,BRONZE,Athlete,Brittany BOWE,USA
Speed skating,beijing-2022,Women's Team Pursuit,Women,GOLD,GameTeam,,CAN
Speed skating,beijing-2022,Women's Team Pursuit,Women,SILVER,GameTeam,,JPN
Speed skating,beijing-2022,Women's Team Pursuit,Women,BRONZE,GameTeam,,NED
Speed skating,beijing-2022,Men's 1000m,Men,SILVER,Athlete,Laurent DUBREUIL,CAN
Speed skating,beijing-2022,Men's 1000m,Men,BRONZE,Athlete,Havard LORENTZEN,NOR
Speed skating,beijing-2022,Men's 1000m,Men,GOLD,Athlete,Thomas KROL,NED
Speed skating,beijing-2022,Women's Mass Start,Women,BRONZE,Athlete,Francesca LOLLOBRIGIDA,ITA
Speed skating,beijing-2022,Women's Mass Start,Women,SILVER,Athlete,Ivanie BLONDIN,CAN
Speed skating,beijing-2022,Women's Mass Start,Women,GOLD,Athlete,Irene SCHOUTEN,NED
Speed skating,beijing-2022,Men's 5000m,Men,SILVER,Athlete,Patrick ROEST,NED
Speed skating,beijing-2022,Men's 5000m,Men,GOLD,Athlete,Nils VAN DER POEL,SWE
Speed skating,beijing-2022,Men's 5000m,Men,BRONZE,Athlete,Hallgeir ENGEBRAATEN,NOR
Speed skating,beijing-2022,Women's 5000m,Women,BRONZE,Athlete,Martina SABLIKOVA,CZE
Speed skating,beijing-2022,Women's 5000m,Women,SILVER,Athlete,Isabelle WEIDEMANN,CAN
Speed skating,beijing-2022,Women's 5000m,Women,GOLD,Athlete,Irene SCHOUTEN,NED
Speed skating,beijing-2022,Women's 3000m,Women,BRONZE,Athlete,Isabelle WEIDEMANN,CAN
Speed skating,beijing-2022,Women's 3000m,Women,SILVER,Athlete,Francesca LOLLOBRIGIDA,ITA
Speed skating,beijing-2022,Women's 3000m,Women,GOLD,Athlete,Irene SCHOUTEN,NED
Speed skating,beijing-2022,Men's 10000m,Men,BRONZE,Athlete,Davide GHIOTTO,ITA
Speed skating,beijing-2022,Men's 10000m,Men,GOLD,Athlete,Nils VAN DER POEL,SWE
Speed skating,beijing-2022,Men's 10000m,Men,SILVER,Athlete,Patrick ROEST,NED
Speed skating,beijing-2022,Men's Mass Start,Men,SILVER,Athlete,Jaewon CHUNG,KOR
Speed skating,beijing-2022,Men's Mass Start,Men,GOLD,Athlete,Bart SWINGS,BEL
Speed skating,beijing-2022,Men's Mass Start,Men,BRONZE,Athlete,Seung Hoon LEE,KOR
Speed skating,beijing-2022,Men's Team Pursuit,Men,GOLD,GameTeam,,NOR
Speed skating,beijing-2022,Men's Team Pursuit,Men,SILVER,GameTeam,,ROC
Speed skating,beijing-2022,Men's Team Pursuit,Men,BRONZE,GameTeam,,USA
Speed skating,beijing-2022,Women's 1500m,Women,SILVER,Athlete,Miho TAKAGI,JPN
Speed skating,beijing-2022,Women's 1500m,Women,BRONZE,Athlete,Antoinette DE JONG,NED
Speed skating,beijing-2022,Women's 1500m,Women,GOLD,Athlete,Ireen WÜST,NED
Speed skating,beijing-2022,Women's 500m,Women,GOLD,Athlete,Erin JACKSON,USA
Speed skating,beijing-2022,Women's 500m,Women,BRONZE,Athlete,Angelina GOLIKOVA,ROC
Speed skating,beijing-2022,Women's 500m,Women,SILVER,Athlete,Miho TAKAGI,JPN
Speed skating,beijing-2022,Men's 500m,Men,GOLD,Athlete,Tingyu GAO,CHN
Speed skating,beijing-2022,Men's 500m,Men,SILVER,Athlete,Min Kyu CHA,KOR
Speed skating,beijing-2022,Men's 500m,Men,BRONZE,Athlete,Wataru MORISHIGE,JPN
Nordic Combined,beijing-2022,Individual Gundersen Normal Hill/10km,Men,SILVER,Athlete,Joergen GRAABAK,NOR
Nordic Combined,beijing-2022,Individual Gundersen Normal Hill/10km,Men,GOLD,Athlete,Vinzenz GEIGER,GER
Nordic Combined,beijing-2022,Individual Gundersen Normal Hill/10km,Men,BRONZE,Athlete,Lukas GREIDERER,AUT
Nordic Combined,beijing-2022,Individual Gundersen Large Hill/10km,Men,BRONZE,Athlete,Akito WATABE,JPN
Nordic Combined,beijing-2022,Individual Gundersen Large Hill/10km,Men,GOLD,Athlete,Joergen GRAABAK,NOR
Nordic Combined,beijing-2022,Individual Gundersen Large Hill/10km,Men,SILVER,Athlete,Jens Luraas OFTEBRO,NOR
Nordic Combined,beijing-2022,Team Gundersen Large Hill/4x5km,Men,GOLD,GameTeam,,NOR
Nordic Combined,beijing-2022,Team Gundersen Large Hill/4x5km,Men,SILVER,GameTeam,,GER
Nordic Combined,beijing-2022,Team Gundersen Large Hill/4x5km,Men,BRONZE,GameTeam,,JPN
Bobsleigh,beijing-2022,4-man,Open,GOLD,GameTeam,,GER
Bobsleigh,beijing-2022,4-man,Open,SILVER,GameTeam,,GER
Bobsleigh,beijing-2022,4-man,Open,BRONZE,GameTeam,,CAN
Bobsleigh,beijing-2022,Women's Monobob,Women,SILVER,Athlete,Elana MEYERS TAYLOR,USA
Bobsleigh,beijing-2022,Women's Monobob,Women,BRONZE,Athlete,Christine DE BRUIN,CAN
Bobsleigh,beijing-2022,Women's Monobob,Women,GOLD,Athlete,Kaillie HUMPHRIES,USA
Bobsleigh,beijing-2022,2-man,Men,GOLD,GameTeam,Francesco FRIEDRICH,GER
Bobsleigh,beijing-2022,2-man,Men,GOLD,GameTeam,Thorsten MARGIS,GER
Bobsleigh,beijing-2022,2-man,Men,SILVER,GameTeam,Johannes LOCHNER,GER
Bobsleigh,beijing-2022,2-man,Men,SILVER,GameTeam,Florian BAUER,GER
Bobsleigh,beijing-2022,2-man,Men,BRONZE,GameTeam,Christoph HAFER,GER
Bobsleigh,beijing-2022,2-man,Men,BRONZE,GameTeam,Matthias SOMMER,GER
Bobsleigh,beijing-2022,2-woman,Women,GOLD,GameTeam,Laura NOLTE,GER
Bobsleigh,beijing-2022,2-woman,Women,GOLD,GameTeam,Deborah LEVI,GER
Bobsleigh,beijing-2022,2-woman,Women,SILVER,GameTeam,Mariama JAMANKA,GER
Bobsleigh,beijing-2022,2-woman,Women,SILVER,GameTeam,Alexandra BURGHARDT,GER
Bobsleigh,beijing-2022,2-woman,Women,BRONZE,GameTeam,Elana MEYERS TAYLOR,USA
Bobsleigh,beijing-2022,2-woman,Women,BRONZE,GameTeam,Sylvia HOFFMAN,USA
Shooting,tokyo-2020,Trap Mixed Team,Mixed,GOLD,GameTeam,Fatima GALVEZ,ESP
Shooting,tokyo-2020,Trap Mixed Team,Mixed,GOLD,GameTeam,Alberto FERNANDEZ,ESP
Shooting,tokyo-2020,Trap Mixed Team,Mixed,SILVER,GameTeam,Alessandra PERILLI,SMR
Shooting,tokyo-2020,Trap Mixed Team,Mixed,SILVER,GameTeam,Gian Marco BERTI,SMR
Shooting,tokyo-2020,Trap Mixed Team,Mixed,BRONZE,GameTeam,Madelynn Ann BERNAU,USA
Shooting,tokyo-2020,Trap Mixed Team,Mixed,BRONZE,GameTeam,Brian BURROWS,USA
Shooting,tokyo-2020,50m Rifle 3 Positions women,Women,SILVER,Athlete,Yulia ZYKOVA,ROC
Shooting,tokyo-2020,50m Rifle 3 Positions women,Women,BRONZE,Athlete,Yulia KARIMOVA,ROC
Shooting,tokyo-2020,50m Rifle 3 Positions women,Women,GOLD,Athlete,Nina CHRISTEN,SUI
Shooting,tokyo-2020,50m Rifle 3 Positions Men,Men,BRONZE,Athlete,Milenko SEBIC,SRB
Shooting,tokyo-2020,50m Rifle 3 Positions Men,Men,GOLD,Athlete,Changhong ZHANG,CHN
Shooting,tokyo-2020,50m Rifle 3 Positions Men,Men,SILVER,Athlete,Sergey KAMENSKIY,ROC
Shooting,tokyo-2020,25m Rapid Fire Pistol Men,Men,GOLD,Athlete,Jean QUIQUAMPOIX,FRA
Shooting,tokyo-2020,25m Rapid Fire Pistol Men,Men,SILVER,Athlete,Leuris PUPO,CUB
Shooting,tokyo-2020,25m Rapid Fire Pistol Men,Men,BRONZE,Athlete,Yuehong LI,CHN
Shooting,tokyo-2020,10m Air Rifle Men,Men,BRONZE,Athlete,Haoran YANG,CHN
Shooting,tokyo-2020,10m Air Rifle Men,Men,SILVER,Athlete,Lihao SHENG,CHN
Shooting,tokyo-2020,10m Air Rifle Men,Men,GOLD,Athlete,William SHANER,USA
Shooting,tokyo-2020,10m Air Rifle women,Women,BRONZE,Athlete,Nina CHRISTEN,SUI
Shooting,tokyo-2020,10m Air Rifle women,Women,GOLD,Athlete,Qian YANG,CHN
Shooting,tokyo-2020,10m Air Rifle women,Women,SILVER,Athlete,Anastasiia GALASHINA,ROC
Shooting,tokyo-2020,Trap Men,Men,GOLD,Athlete,Jiri LIPTAK,CZE
Shooting,tokyo-2020,Trap Men,Men,SILVER,Athlete,David KOSTELECKY,CZE
Shooting,tokyo-2020,Trap Men,Men,BRONZE,Athlete,Matthew John COWARD HOLLEY,GBR
Shooting,tokyo-2020,Skeet women,Women,SILVER,Athlete,Diana BACOSI,ITA
Shooting,tokyo-2020,Skeet women,Women,BRONZE,Athlete,Meng WEI,CHN
Shooting,tokyo-2020,Skeet women,Women,GOLD,Athlete,Amber ENGLISH,USA
Shooting,tokyo-2020,Trap women,Women,BRONZE,Athlete,Alessandra PERILLI,SMR
Shooting,tokyo-2020,Trap women,Women,GOLD,Athlete,Zuzana STEFECEKOVA,SVK
Shooting,tokyo-2020,Trap women,Women,SILVER,Athlete,Kayle BROWNING,USA
Shooting,tokyo-2020,10m Air Pistol women,Women,GOLD,Athlete,Vitalina BATSARASHKINA,ROC
Shooting,tokyo-2020,10m Air Pistol women,Women,SILVER,Athlete,Antoaneta BONEVA,BUL
Shooting,tokyo-2020,10m Air Pistol women,Women,BRONZE,Athlete,Ranxin JIANG,CHN
Shooting,tokyo-2020,10m Air Rifle Mixed Team,Mixed,GOLD,GameTeam,Qian YANG,CHN
Shooting,tokyo-2020,10m Air Rifle Mixed Team,Mixed,GOLD,GameTeam,Haoran YANG,CHN
Shooting,tokyo-2020,10m Air Rifle Mixed Team,Mixed,SILVER,GameTeam,Mary Carolynn TUCKER,USA
Shooting,tokyo-2020,10m Air Rifle Mixed Team,Mixed,SILVER,GameTeam,Lucas KOZENIESKY,USA
Shooting,tokyo-2020,10m Air Rifle Mixed Team,Mixed,BRONZE,GameTeam,Yulia KARIMOVA,ROC
Shooting,tokyo-2020,10m Air Rifle Mixed Team,Mixed,BRONZE,GameTeam,Sergey KAMENSKIY,ROC
Shooting,tokyo-2020,25m Pistol Women,Women,BRONZE,Athlete,Jiaruixuan XIAO,CHN
Shooting,tokyo-2020,25m Pistol Women,Women,GOLD,Athlete,Vitalina BATSARASHKINA,ROC
Shooting,tokyo-2020,25m Pistol Women,Women,SILVER,Athlete,Minjung KIM,KOR
Shooting,tokyo-2020,10m Air Pistol Men,Men,SILVER,Athlete,Damir MIKEC,SRB
Shooting,tokyo-2020,10m Air Pistol Men,Men,BRONZE,Athlete,Wei PANG,CHN
Shooting,tokyo-2020,10m Air Pistol Men,Men,GOLD,Athlete,Javad FOROUGHI,IRI
Shooting,tokyo-2020,10m Air Pistol Mixed Team,Mixed,GOLD,GameTeam,Ranxin JIANG,CHN
Shooting,tokyo-2020,10m Air Pistol Mixed Team,Mixed,GOLD,GameTeam,Wei PANG,CHN
Shooting,tokyo-2020,10m Air Pistol Mixed Team,Mixed,SILVER,GameTeam,Vitalina BATSARASHKINA,ROC
Shooting,tokyo-2020,10m Air Pistol Mixed Team,Mixed,SILVER,GameTeam,Artem CHERNOUSOV,ROC
Shooting,tokyo-2020,10m Air Pistol Mixed Team,Mixed,BRONZE,GameTeam,Olena KOSTEVYCH,UKR
Shooting,tokyo-2020,10m Air Pistol Mixed Team,Mixed,BRONZE,GameTeam,Oleh OMELCHUK,UKR
Shooting,tokyo-2020,Skeet Men,Men,BRONZE,Athlete,Abdullah ALRASHIDI,KUW
Shooting,tokyo-2020,Skeet Men,Men,GOLD,Athlete,Vincent HANCOCK,USA
Shooting,tokyo-2020,Skeet Men,Men,SILVER,Athlete,Jesper HANSEN,DEN
Diving,tokyo-2020,Men's Synchronised 3m Springboard,Men,GOLD,GameTeam,Zongyuan WANG,CHN
Diving,tokyo-2020,Men's Synchronised 3m Springboard,Men,GOLD,GameTeam,Siyi XIE,CHN
Diving,tokyo-2020,Men's Synchronised 3m Springboard,Men,SILVER,GameTeam,Andrew CAPOBIANCO,USA
Diving,tokyo-2020,Men's Synchronised 3m Springboard,Men,SILVER,GameTeam,Mike HIXON,USA
Diving,tokyo-2020,Men's Synchronised 3m Springboard,Men,BRONZE,GameTeam,Patrick HAUSDING,GER
Diving,tokyo-2020,Men's Synchronised 3m Springboard,Men,BRONZE,GameTeam,Lars RUDIGER,GER
Diving,tokyo-2020,Women's Synchronised 3m Springboard,Women,GOLD,GameTeam,Tingmao SHI,CHN
Diving,tokyo-2020,Women's Synchronised 3m Springboard,Women,GOLD,GameTeam,Han WANG,CHN
Diving,tokyo-2020,Women's Synchronised 3m Springboard,Women,SILVER,GameTeam,Jennifer ABEL,CAN
Diving,tokyo-2020,Women's Synchronised 3m Springboard,Women,SILVER,GameTeam,Melissa CITRINI BEAULIEU,CAN
Diving,tokyo-2020,Women's Synchronised 3m Springboard,Women,BRONZE,GameTeam,Lena HENTSCHEL,GER
Diving,tokyo-2020,Women's Synchronised 3m Springboard,Women,BRONZE,GameTeam,Tina PUNZEL,GER
Diving,tokyo-2020,Men's Synchronised 10m Platform,Men,GOLD,GameTeam,Thomas DALEY,GBR
Diving,tokyo-2020,Men's Synchronised 10m Platform,Men,GOLD,GameTeam,Matty LEE,GBR
Diving,tokyo-2020,Men's Synchronised 10m Platform,Men,SILVER,GameTeam,Yuan CAO,CHN
Diving,tokyo-2020,Men's Synchronised 10m Platform,Men,SILVER,GameTeam,Aisen CHEN,CHN
Diving,tokyo-2020,Men's Synchronised 10m Platform,Men,BRONZE,GameTeam,Aleksandr BONDAR,ROC
Diving,tokyo-2020,Men's Synchronised 10m Platform,Men,BRONZE,GameTeam,Viktor MINIBAEV,ROC
Diving,tokyo-2020,Men's 3m Springboard,Men,BRONZE,Athlete,Jack LAUGHER,GBR
Diving,tokyo-2020,Men's 3m Springboard,Men,SILVER,Athlete,Zongyuan WANG,CHN
Diving,tokyo-2020,Men's 3m Springboard,Men,GOLD,Athlete,Siyi XIE,CHN
Diving,tokyo-2020,Women's Synchronised 10m Platform,Women,GOLD,GameTeam,Yuxi CHEN,CHN
Diving,tokyo-2020,Women's Synchronised 10m Platform,Women,GOLD,GameTeam,Jiaqi ZHANG,CHN
Diving,tokyo-2020,Women's Synchronised 10m Platform,Women,SILVER,GameTeam,Jessica PARRATTO,USA
Diving,tokyo-2020,Women's Synchronised 10m Platform,Women,SILVER,GameTeam,Delaney SCHNELL,USA
Diving,tokyo-2020,Women's Synchronised 10m Platform,Women,BRONZE,GameTeam,Gabriela Belem AGUNDEZ GARCIA,MEX
Diving,tokyo-2020,Women's Synchronised 10m Platform,Women,BRONZE,GameTeam,Alejandra OROZCO,MEX
Diving,tokyo-2020,Women's 10m Platform,Women,SILVER,Athlete,Yuxi CHEN,CHN
Diving,tokyo-2020,Women's 10m Platform,Women,BRONZE,Athlete,Melissa WU,AUS
Diving,tokyo-2020,Women's 10m Platform,Women,GOLD,Athlete,Hongchan QUAN,CHN
Diving,tokyo-2020,Men's 10m Platform,Men,BRONZE,Athlete,Thomas DALEY,GBR
Diving,tokyo-2020,Men's 10m Platform,Men,SILVER,Athlete,Jian YANG,CHN
Diving,tokyo-2020,Men's 10m Platform,Men,GOLD,Athlete,Yuan CAO,CHN
Diving,tokyo-2020,Women's 3m Springboard,Women,SILVER,Athlete,Han WANG,CHN
Diving,tokyo-2020,Women's 3m Springboard,Women,GOLD,Athlete,Tingmao SHI,CHN
Diving,tokyo-2020,Women's 3m Springboard,Women,BRONZE,Athlete,Krysta PALMER,USA
Canoe Sprint,tokyo-2020,Women's Canoe Single 200m,Women,SILVER,Athlete,Laurence VINCENT-LAPOINTE,CAN
Canoe Sprint,tokyo-2020,Women's Canoe Single 200m,Women,BRONZE,Athlete,Liudmyla LUZAN,UKR
Canoe Sprint,tokyo-2020,Women's Canoe Single 200m,Women,GOLD,Athlete,Nevin HARRISON,USA
Canoe Sprint,tokyo-2020,Men's Canoe Double 1000m,Men,GOLD,GameTeam,Serguey TORRES,CUB
Canoe Sprint,tokyo-2020,Men's Canoe Double 1000m,Men,GOLD,GameTeam,Fernando Dayan JORGE,CUB
Canoe Sprint,tokyo-2020,Men's Canoe Double 1000m,Men,SILVER,GameTeam,Hao LIU,CHN
Canoe Sprint,tokyo-2020,Men's Canoe Double 1000m,Men,SILVER,GameTeam,Pengfei ZHENG,CHN
Canoe Sprint,tokyo-2020,Men's Canoe Double 1000m,Men,BRONZE,GameTeam,Sebastian BRENDEL,GER
Canoe Sprint,tokyo-2020,Men's Canoe Double 1000m,Men,BRONZE,GameTeam,Tim HECKER,GER
Canoe Sprint,tokyo-2020,Men's Kayak Four 500m,Men,GOLD,GameTeam,,GER
Canoe Sprint,tokyo-2020,Men's Kayak Four 500m,Men,SILVER,GameTeam,,ESP
Canoe Sprint,tokyo-2020,Men's Kayak Four 500m,Men,BRONZE,GameTeam,,SVK
Canoe Sprint,tokyo-2020,Men's Kayak Double 1000m,Men,GOLD,GameTeam,Jean VAN DER WESTHUYZEN,AUS
Canoe Sprint,tokyo-2020,Men's Kayak Double 1000m,Men,GOLD,GameTeam,Thomas GREEN,AUS
Canoe Sprint,tokyo-2020,Men's Kayak Double 1000m,Men,SILVER,GameTeam,Max HOFF,GER
Canoe Sprint,tokyo-2020,Men's Kayak Double 1000m,Men,SILVER,GameTeam,Jacob SCHOPF,GER
Canoe Sprint,tokyo-2020,Men's Kayak Double 1000m,Men,BRONZE,GameTeam,Josef DOSTAL,CZE
Canoe Sprint,tokyo-2020,Men's Kayak Double 1000m,Men,BRONZE,GameTeam,Radek SLOUF,CZE
Canoe Sprint,tokyo-2020,Women's Kayak Single 200m,Women,GOLD,Athlete,Lisa CARRINGTON,NZL
Canoe Sprint,tokyo-2020,Women's Kayak Single 200m,Women,BRONZE,Athlete,Emma JORGENSEN,DEN
Canoe Sprint,tokyo-2020,Women's Kayak Single 200m,Women,SILVER,Athlete,Teresa PORTELA,ESP
Canoe Sprint,tokyo-2020,Women's Canoe Double 500m,Women,GOLD,GameTeam,Shixiao XU,CHN
Canoe Sprint,tokyo-2020,Women's Canoe Double 500m,Women,GOLD,GameTeam,Mengya SUN,CHN
Canoe Sprint,tokyo-2020,Women's Canoe Double 500m,Women,SILVER,GameTeam,Liudmyla LUZAN,UKR
Canoe Sprint,tokyo-2020,Women's Canoe Double 500m,Women,SILVER,GameTeam,Anastasiia CHETVERIKOVA,UKR
Canoe Sprint,tokyo-2020,Women's Canoe Double 500m,Women,BRONZE,GameTeam,Laurence VINCENT-LAPOINTE,CAN
Canoe Sprint,tokyo-2020,Women's Canoe Double 500m,Women,BRONZE,GameTeam,Katie VINCENT,CAN
Canoe Sprint,tokyo-2020,Women's Kayak Single 500m,Women,GOLD,Athlete,Lisa CARRINGTON,NZL
Canoe Sprint,tokyo-2020,Women's Kayak Single 500m,Women,SILVER,Athlete,Tamara CSIPES,HUN
Canoe Sprint,tokyo-2020,Women's Kayak Single 500m,Women,BRONZE,Athlete,Emma JORGENSEN,DEN
Canoe Sprint,tokyo-2020,Women's Kayak Four 500m,Women,GOLD,GameTeam,,HUN
Canoe Sprint,tokyo-2020,Women's Kayak Four 500m,Women,SILVER,GameTeam,,BLR
Canoe Sprint,tokyo-2020,Women's Kayak Four 500m,Women,BRONZE,GameTeam,,POL
Canoe Sprint,tokyo-2020,Men's Canoe Single 1000m,Men,BRONZE,Athlete,Serghei TARNOVSCHI,MDA
Canoe Sprint,tokyo-2020,Men's Canoe Single 1000m,Men,SILVER,Athlete,Hao LIU,CHN
Canoe Sprint,tokyo-2020,Men's Canoe Single 1000m,Men,GOLD,Athlete,Isaquias QUEIROZ DOS SANTOS,BRA
Canoe Sprint,tokyo-2020,Men's Kayak Single 1000m,Men,SILVER,Athlete,Adam VARGA,HUN
Canoe Sprint,tokyo-2020,Men's Kayak Single 1000m,Men,GOLD,Athlete,Balint KOPASZ,HUN
Canoe Sprint,tokyo-2020,Men's Kayak Single 1000m,Men,BRONZE,Athlete,Fernando PIMENTA,POR
Canoe Sprint,tokyo-2020,Women's Kayak Double 500m,Women,GOLD,GameTeam,Lisa CARRINGTON,NZL
Canoe Sprint,tokyo-2020,Women's Kayak Double 500m,Women,GOLD,GameTeam,Caitlin RYAN,NZL
Canoe Sprint,tokyo-2020,Women's Kayak Double 500m,Women,SILVER,GameTeam,Karolina NAJA,POL
Canoe Sprint,tokyo-2020,Women's Kayak Double 500m,Women,SILVER,GameTeam,Anna PULAWSKA,POL
Canoe Sprint,tokyo-2020,Women's Kayak Double 500m,Women,BRONZE,GameTeam,Danuta KOZAK,HUN
Canoe Sprint,tokyo-2020,Women's Kayak Double 500m,Women,BRONZE,GameTeam,Dora BODONYI,HUN
Canoe Sprint,tokyo-2020,Men's Kayak Single 200m,Men,BRONZE,Athlete,Liam HEATH,GBR
Canoe Sprint,tokyo-2020,Men's Kayak Single 200m,Men,GOLD,Athlete,Sandor TOTKA,HUN
Canoe Sprint,tokyo-2020,Men's Kayak Single 200m,Men,SILVER,Athlete,Manfredi RIZZA,ITA
Cycling Road,tokyo-2020,Women's Road Race,Women,SILVER,Athlete,Annemiek VAN VLEUTEN,NED
Cycling Road,tokyo-2020,Women's Road Race,Women,GOLD,Athlete,Anna KIESENHOFER,AUT
Cycling Road,tokyo-2020,Women's Road Race,Women,BRONZE,Athlete,Elisa LONGO BORGHINI,ITA
Cycling Road,tokyo-2020,Women's Individual Time Trial,Women,BRONZE,Athlete,Anna VAN DER BREGGEN,NED
Cycling Road,tokyo-2020,Women's Individual Time Trial,Women,GOLD,Athlete,Annemiek VAN VLEUTEN,NED
Cycling Road,tokyo-2020,Women's Individual Time Trial,Women,SILVER,Athlete,Marlen REUSSER,SUI
Cycling Road,tokyo-2020,Men's Individual Time Trial,Men,GOLD,Athlete,Primoz ROGLIC,SLO
Cycling Road,tokyo-2020,Men's Individual Time Trial,Men,BRONZE,Athlete,Rohan DENNIS,AUS
Cycling Road,tokyo-2020,Men's Individual Time Trial,Men,SILVER,Athlete,Tom DUMOULIN,NED
Cycling Road,tokyo-2020,Men's Road Race,Men,GOLD,Athlete,Richard CARAPAZ,ECU
Cycling Road,tokyo-2020,Men's Road Race,Men,BRONZE,Athlete,Tadej POGACAR,SLO
Cycling Road,tokyo-2020,Men's Road Race,Men,SILVER,Athlete,Wout VAN AERT,BEL
Football,tokyo-2020,Women,Women,GOLD,GameTeam,,CAN
Football,tokyo-2020,Women,Women,SILVER,GameTeam,,SWE
Football,tokyo-2020,Women,Women,BRONZE,GameTeam,,USA
Football,tokyo-2020,Men,Men,GOLD,GameTeam,,BRA
Football,tokyo-2020,Men,Men,SILVER,GameTeam,,ESP
Football,tokyo-2020,Men,Men,BRONZE,GameTeam,,MEX
Boxing,tokyo-2020,Men's Welter (63-69kg),Men,SILVER,Athlete,Pat MCCORMACK,GBR
Boxing,tokyo-2020,Men's Welter (63-69kg),Men,BRONZE,Athlete,Aidan WALSH,IRL
Boxing,tokyo-2020,Men's Welter (63-69kg),Men,BRONZE,Athlete,Andrei ZAMKOVOI,ROC
Boxing,tokyo-2020,Men's Welter (63-69kg),Men,GOLD,Athlete,Roniel IGLESIAS,CUB
Boxing,tokyo-2020,Men's Middle (69-75kg),Men,GOLD,Athlete,Hebert SOUSA,BRA
Boxing,tokyo-2020,Men's Middle (69-75kg),Men,BRONZE,Athlete,Gleb BAKSHI,ROC
Boxing,tokyo-2020,Men's Middle (69-75kg),Men,SILVER,Athlete,Oleksandr KHYZHNIAK,UKR
Boxing,tokyo-2020,Men's Middle (69-75kg),Men,BRONZE,Athlete,Eumir MARCIAL,PHI
Boxing,tokyo-2020,Men's Super Heavy (+91kg),Men,BRONZE,Athlete,Kamshybek KUNKABAYEV,KAZ
Boxing,tokyo-2020,Men's Super Heavy (+91kg),Men,GOLD,Athlete,Bakhodir JALOLOV,UZB
Boxing,tokyo-2020,Men's Super Heavy (+91kg),Men,SILVER,Athlete,Richard TORREZ JR,USA
Boxing,tokyo-2020,Men's Super Heavy (+91kg),Men,BRONZE,Athlete,Frazer CLARKE,GBR
Boxing,tokyo-2020,Men's Light Heavy (75-81kg),Men,SILVER,Athlete,Benjamin WHITTAKER,GBR
Boxing,tokyo-2020,Men's Light Heavy (75-81kg),Men,BRONZE,Athlete,Loren Berto ALFONSO DOMINGUEZ,AZE
Boxing,tokyo-2020,Men's Light Heavy (75-81kg),Men,GOLD,Athlete,Arlen LOPEZ,CUB
Boxing,tokyo-2020,Men's Light Heavy (75-81kg),Men,BRONZE,Athlete,Imam KHATAEV,ROC
Boxing,tokyo-2020,Men's Feather (52-57kg),Men,SILVER,Athlete,Duke RAGAN,USA
Boxing,tokyo-2020,Men's Feather (52-57kg),Men,BRONZE,Athlete,Samuel TAKYI,GHA
Boxing,tokyo-2020,Men's Feather (52-57kg),Men,GOLD,Athlete,Albert BATYRGAZIEV,ROC
Boxing,tokyo-2020,Men's Feather (52-57kg),Men,BRONZE,Athlete,Lazaro ALVAREZ ESTRADA,CUB
